epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
88,6916.22,0.76627,0.39785,0.94414,0.97265,0.97484,0.98213,0.77517,0.81915,0.38489,0.9609,0.000173375,0.000173375,0.000173375
89,6993.94,0.76088,0.40044,0.93996,0.97623,0.97511,0.98233,0.77602,0.8181,0.38275,0.96613,0.000161,0.000161,0.000161
90,7072.16,0.76116,0.39642,0.94037,0.97895,0.9738,0.98289,0.7769,0.81569,0.37707,0.96829,0.000148625,0.000148625,0.000148625
91,7148.11,0.74389,0.36996,0.91971,0.97503,0.97061,0.97972,0.76672,0.82327,0.38632,0.969,0.00013625,0.00013625,0.00013625
92,7223.95,0.74154,0.36529,0.91923,0.96651,0.97594,0.9829,0.77107,0.82014,0.38538,0.9714,0.000123875,0.000123875,0.000123875
93,7299.77,0.7389,0.3617,0.92086,0.9711,0.97426,0.98,0.77168,0.81983,0.38155,0.97046,0.0001115,0.0001115,0.0001115
94,7376.38,0.73908,0.35965,0.92266,0.97521,0.97712,0.98195,0.77414,0.82175,0.38173,0.96542,9.9125e-05,9.9125e-05,9.9125e-05
95,7452.51,0.73643,0.35881,0.91328,0.97272,0.97172,0.98116,0.77149,0.82025,0.38124,0.9654,8.675e-05,8.675e-05,8.675e-05
96,7528.62,0.73111,0.35834,0.91311,0.97972,0.9738,0.98277,0.77425,0.81925,0.37642,0.96128,7.4375e-05,7.4375e-05,7.4375e-05
97,7604.67,0.72772,0.35421,0.91451,0.9784,0.97312,0.98205,0.77343,0.81581,0.37477,0.96176,6.2e-05,6.2e-05,6.2e-05
98,7681.8,0.72058,0.35247,0.91794,0.9793,0.9736,0.98411,0.77451,0.81155,0.37243,0.96309,4.9625e-05,4.9625e-05,4.9625e-05
99,7758.82,0.72589,0.35041,0.91359,0.9765,0.97287,0.98361,0.77602,0.81138,0.37387,0.96401,3.725e-05,3.725e-05,3.725e-05
100,7836.69,0.72211,0.35044,0.91718,0.97693,0.9738,0.98255,0.77836,0.81274,0.37336,0.96287,2.4875e-05,2.4875e-05,2.4875e-05
